127.0.0.1 - - [24/Nov/2020:08:48:36 +0800] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [24/Nov/2020:08:48:38 +0800] "GET /Project/%E8%BC%AA%E6%92%AD%E9%A0%81%E9%9D%A2/%E8%BC%AA%E6%92%AD%E9%A0%81%E9%9D%A2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Nov/2020:08:48:38 +0800] "GET /Project/%E8%BC%AA%E6%92%AD%E9%A0%81%E9%9D%A2/flexslider.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Nov/2020:08:48:39 +0800] "GET /Project/%E8%BC%AA%E6%92%AD%E9%A0%81%E9%9D%A2/fonts/flexslider-icon.eot? HTTP/1.1" 404 833
0:0:0:0:0:0:0:1 - - [24/Nov/2020:08:48:39 +0800] "GET /Project/%E8%BC%AA%E6%92%AD%E9%A0%81%E9%9D%A2/fonts/flexslider-icon.woff HTTP/1.1" 404 834
0:0:0:0:0:0:0:1 - - [24/Nov/2020:08:48:39 +0800] "GET /Project/%E8%BC%AA%E6%92%AD%E9%A0%81%E9%9D%A2/fonts/flexslider-icon.ttf HTTP/1.1" 404 833
10.31.25.253 - - [24/Nov/2020:08:49:09 +0800] "GET /Project/%E8%BC%AA%E6%92%AD%E9%A0%81%E9%9D%A2/%E8%BC%AA%E6%92%AD%E9%A0%81%E9%9D%A2.html HTTP/1.1" 304 -
10.31.25.253 - - [24/Nov/2020:08:49:09 +0800] "GET /Project/%E8%BC%AA%E6%92%AD%E9%A0%81%E9%9D%A2/flexslider.css HTTP/1.1" 304 -
10.31.25.253 - - [24/Nov/2020:08:49:09 +0800] "GET /Project/%E8%BC%AA%E6%92%AD%E9%A0%81%E9%9D%A2/fonts/flexslider-icon.woff HTTP/1.1" 404 834
10.31.25.253 - - [24/Nov/2020:08:49:09 +0800] "GET /favicon.ico HTTP/1.1" 404 762
10.31.25.253 - - [24/Nov/2020:08:49:09 +0800] "GET /Project/%E8%BC%AA%E6%92%AD%E9%A0%81%E9%9D%A2/fonts/flexslider-icon.ttf HTTP/1.1" 404 833
10.31.25.253 - - [24/Nov/2020:08:49:13 +0800] "GET /Project/%E9%A6%96%E9%A0%81/%E9%A6%96%E9%A0%81.html HTTP/1.1" 304 -
10.31.25.253 - - [24/Nov/2020:08:49:13 +0800] "GET /Project/%E9%A6%96%E9%A0%81/%E9%A6%96%E9%A0%81.css HTTP/1.1" 304 -
10.31.25.253 - - [24/Nov/2020:08:49:16 +0800] "GET /JSPCrud/loginPage.jsp HTTP/1.1" 200 3435
10.31.25.253 - - [24/Nov/2020:08:49:16 +0800] "GET /JSPCrud/login.css HTTP/1.1" 304 -
10.31.25.253 - - [24/Nov/2020:08:49:29 +0800] "POST /JSPCrud/LoServlet HTTP/1.1" 302 -
10.31.25.253 - - [24/Nov/2020:08:49:29 +0800] "GET /JSPCrud/index.jsp HTTP/1.1" 200 2839
10.31.25.253 - - [24/Nov/2020:08:49:31 +0800] "GET /JSPCrud/adduserform.jsp HTTP/1.1" 200 3262
10.31.25.253 - - [24/Nov/2020:08:50:17 +0800] "POST /JSPCrud/adduser.jsp HTTP/1.1" 302 -
10.31.25.253 - - [24/Nov/2020:08:50:17 +0800] "GET /JSPCrud/adduser-success.jsp HTTP/1.1" 200 1870
10.31.25.253 - - [24/Nov/2020:08:50:19 +0800] "GET /JSPCrud/loginPage.jsp HTTP/1.1" 200 3435
10.31.25.253 - - [24/Nov/2020:08:50:27 +0800] "POST /JSPCrud/LoServlet HTTP/1.1" 302 -
10.31.25.253 - - [24/Nov/2020:08:50:27 +0800] "GET /JSPCrud/index.jsp HTTP/1.1" 200 2839
10.31.25.253 - - [24/Nov/2020:08:50:29 +0800] "GET /JSPCrud/viewusers.jsp HTTP/1.1" 200 5495
10.31.25.253 - - [24/Nov/2020:08:50:31 +0800] "GET /JSPCrud/viewusers.jsp HTTP/1.1" 200 5495
10.31.25.253 - - [24/Nov/2020:08:50:38 +0800] "GET /JSPCrud/editform.jsp?account=k123456789 HTTP/1.1" 200 2829
10.31.25.253 - - [24/Nov/2020:08:50:41 +0800] "POST /JSPCrud/edituser.jsp HTTP/1.1" 302 -
10.31.25.253 - - [24/Nov/2020:08:50:41 +0800] "GET /JSPCrud/viewusers.jsp HTTP/1.1" 200 5492
10.31.25.253 - - [24/Nov/2020:08:50:43 +0800] "GET /JSPCrud/deleteuser.jsp?account=k123456789 HTTP/1.1" 302 -
10.31.25.253 - - [24/Nov/2020:08:50:43 +0800] "GET /JSPCrud/viewusers.jsp HTTP/1.1" 200 5220
10.31.25.253 - - [24/Nov/2020:08:50:53 +0800] "GET /JSPCrud/loginPage.jsp HTTP/1.1" 200 3435
10.31.25.253 - - [24/Nov/2020:08:51:04 +0800] "GET /JSPCrud/loginPage.jsp HTTP/1.1" 200 3435
10.31.25.253 - - [24/Nov/2020:08:51:09 +0800] "POST /JSPCrud/LoServlet HTTP/1.1" 302 -
10.31.25.253 - - [24/Nov/2020:08:51:10 +0800] "GET /JSPCrud/invalidLogin.jsp HTTP/1.1" 200 1855
10.31.25.253 - - [24/Nov/2020:08:51:11 +0800] "GET /JSPCrud/loginPage.jsp HTTP/1.1" 200 3435
10.31.25.253 - - [24/Nov/2020:08:51:18 +0800] "POST /JSPCrud/LoServlet HTTP/1.1" 302 -
10.31.25.253 - - [24/Nov/2020:08:51:18 +0800] "GET /JSPCrud/index.jsp HTTP/1.1" 200 2839
10.31.25.253 - - [24/Nov/2020:08:51:19 +0800] "GET /JSPCrud/adduserform.jsp HTTP/1.1" 200 3262
10.31.25.253 - - [24/Nov/2020:08:52:08 +0800] "GET /JSPCrud/adduserform.jsp HTTP/1.1" 200 3262
10.31.25.253 - - [24/Nov/2020:08:52:44 +0800] "GET /JSPCrud/viewusers.jsp HTTP/1.1" 200 5220
10.31.25.253 - - [24/Nov/2020:08:52:45 +0800] "GET /JSPCrud/editform.jsp?account=a123456789 HTTP/1.1" 200 2833
10.31.25.253 - - [24/Nov/2020:08:52:51 +0800] "GET /JSPCrud/viewusers.jsp HTTP/1.1" 200 5220
10.31.25.253 - - [24/Nov/2020:08:53:03 +0800] "GET /MyJSTLDemo/newinfo.html HTTP/1.1" 304 -
10.31.25.253 - - [24/Nov/2020:08:53:03 +0800] "GET /MyJSTLDemo/Header/header_style.css HTTP/1.1" 304 -
10.31.25.253 - - [24/Nov/2020:08:53:03 +0800] "GET /MyJSTLDemo/Header/newinfo_style.css HTTP/1.1" 304 -
10.31.25.253 - - [24/Nov/2020:08:53:05 +0800] "GET /MyJSTLDemo/Controler.jsp HTTP/1.1" 200 7357
10.31.25.253 - - [24/Nov/2020:08:53:05 +0800] "GET /MyJSTLDemo/Header/newinfo.html HTTP/1.1" 304 -
10.31.25.253 - - [24/Nov/2020:08:53:05 +0800] "GET /MyJSTLDemo/%E5%A2%A8%E7%B6%A0%E8%89%B2%E8%83%8C%E6%99%AF.jpg HTTP/1.1" 404 815
10.31.25.253 - - [24/Nov/2020:08:53:22 +0800] "GET /MyJSTLDemo/activityServlet?submit=%E6%96%B0%E5%A2%9E&area=%E5%8F%B0%E4%B8%AD&activity=t%2F6&type=&date_time_1=&date_time_2=&day=&location=&address=&limit_per=&cost= HTTP/1.1" 200 -
10.31.25.253 - - [24/Nov/2020:08:53:49 +0800] "GET /MyJSTLDemo/activityServlet?submit=%E6%96%B0%E5%A2%9E&area=%E5%8F%B0%E4%B8%AD&activity=%E8%AA%B2%E7%A8%8B&type=tedgdsw&date_time_1=ewtewr&date_time_2=tewew&day=etewtw&location=rtww&address=teewtew&limit_per=rewt&cost=tewtew HTTP/1.1" 200 -
10.31.25.253 - - [24/Nov/2020:08:54:10 +0800] "GET /MyJSTLDemo/activityServlet?search=%E5%8F%B0%E4%B8%AD HTTP/1.1" 200 1306
10.31.25.253 - - [24/Nov/2020:08:54:16 +0800] "GET /MyJSTLDemo/activityServlet?search=w961o3 HTTP/1.1" 200 540
10.31.25.253 - - [24/Nov/2020:08:54:26 +0800] "GET /MyJSTLDemo/activityServlet?search=%E5%8F%B0%E5%8C%97 HTTP/1.1" 200 2691
10.31.25.253 - - [24/Nov/2020:08:54:35 +0800] "GET /MyJSTLDemo/activityServlet?search=%E5%B8%AB%E8%B3%87 HTTP/1.1" 200 2151
10.31.25.253 - - [24/Nov/2020:08:54:44 +0800] "GET /MyJSTLDemo/Controler.jsp HTTP/1.1" 200 7357
10.31.25.253 - - [24/Nov/2020:08:54:44 +0800] "GET /MyJSTLDemo/%E5%A2%A8%E7%B6%A0%E8%89%B2%E8%83%8C%E6%99%AF.jpg HTTP/1.1" 404 815
10.31.25.253 - - [24/Nov/2020:08:55:10 +0800] "GET /MyJSTLDemo/activityServlet?submit=%E6%96%B0%E5%A2%9E&area=%E5%8F%B0%E4%B8%AD&activity=%E8%AA%B2%E7%A8%8B&type=&date_time_1=&date_time_2=&day=&location=&address=&limit_per=&cost= HTTP/1.1" 200 -
10.31.25.253 - - [24/Nov/2020:08:55:20 +0800] "GET /MyJSTLDemo/activityServlet?search=%E5%8F%B0%E4%B8%AD HTTP/1.1" 200 1306
10.31.25.253 - - [24/Nov/2020:08:55:52 +0800] "GET /MyJSTLDemo/regisact.html HTTP/1.1" 200 9311
10.31.25.253 - - [24/Nov/2020:08:55:52 +0800] "GET /MyJSTLDemo/Header/menu_style.css HTTP/1.1" 200 692
10.31.25.253 - - [24/Nov/2020:08:55:55 +0800] "GET /MyJSTLDemo/regisform.jsp HTTP/1.1" 200 2903
10.31.25.253 - - [24/Nov/2020:08:55:55 +0800] "GET /MyJSTLDemo/Header/regisform_style.css HTTP/1.1" 200 626
10.31.25.253 - - [24/Nov/2020:08:56:12 +0800] "POST /MyJSTLDemo/regisServlet HTTP/1.1" 200 1192
10.31.25.26 - - [24/Nov/2020:09:09:51 +0800] "GET /Project/%E9%A6%96%E9%A0%81/%E9%A6%96%E9%A0%81.html HTTP/1.1" 304 -
10.31.25.26 - - [24/Nov/2020:09:09:51 +0800] "GET /Project/%E9%A6%96%E9%A0%81/%E9%A6%96%E9%A0%81.css HTTP/1.1" 304 -
10.31.25.26 - - [24/Nov/2020:09:09:55 +0800] "GET /boardgames/F1.jsp HTTP/1.1" 200 4124
10.31.25.26 - - [24/Nov/2020:09:09:55 +0800] "GET /boardgames/Real/header_style.css HTTP/1.1" 304 -
10.31.25.26 - - [24/Nov/2020:09:09:55 +0800] "GET /boardgames/Real/P1.css HTTP/1.1" 304 -
10.31.25.26 - - [24/Nov/2020:09:10:14 +0800] "GET /JSPCrud/loginPage.jsp HTTP/1.1" 200 3435
10.31.25.26 - - [24/Nov/2020:09:10:14 +0800] "GET /JSPCrud/header.css HTTP/1.1" 200 1045
10.31.25.26 - - [24/Nov/2020:09:10:14 +0800] "GET /JSPCrud/login.css HTTP/1.1" 200 910
10.31.25.26 - - [24/Nov/2020:09:10:14 +0800] "GET /JSPCrud/register.js HTTP/1.1" 200 2944
10.31.25.26 - - [24/Nov/2020:09:10:14 +0800] "GET /JSPCrud/images/5.png HTTP/1.1" 200 81337
10.31.25.26 - - [24/Nov/2020:09:10:15 +0800] "GET /JSPCrud/images/%E6%9C%A8%E8%B3%AA%E8%83%8C%E6%99%AF3.jpg HTTP/1.1" 200 32369
